#353	Выработка свободных радикалов	=>	#71	Накопление денатурированных белков
#1643	Разрывы хромосом	=>	#21	Негомологичная рекомбинация хромосом
#353	Выработка свободных радикалов	=>	#889	Потеря Т-петли в теломерах
#353	Выработка свободных радикалов	=>	#891	Разрывы цепей ДНК
#891	Разрывы цепей ДНК	=>	#1643	Разрывы хромосом
#373	Транспозиция мобильных элементов генома	=>	#1643	Разрывы хромосом
#353	Выработка свободных радикалов	=>	#359	Эпигенетические нарушения (сшивки ДНК-белок, деметилирование ДНК)
#65	Снижение синтеза белка	=>	#833	p53-зависимая необратимая задержка пролиферации клеток
#33	Хронические генерализованные вялотекущие воспаления	=>	#1644	Усиление продуцирование металлопротеиназ
#1644	Усиление продуцирование металлопротеиназ	=>	#1645	Уменьшение функциональной активности рецепторов
#1645	Уменьшение функциональной активности рецепторов	=>	#37	Накопление аммилоидных фибрил (бетта-амилоида)
#1645	Уменьшение функциональной активности рецепторов	=>	#59	Пневмония
#155	Стойкое понижение уровня инсулина в крови	=>	#1646	Повышение уровня кортизола в крови
#1646	Повышение уровня кортизола в крови	=>	#1633	Уменьшение транспорта аминокислот в клетки
#97	Точковые (ядерные) мутации	=>	#891	Разрывы цепей ДНК
#97	Точковые (ядерные) мутации	=>	#785	Снижение количества активных копий ДНК, кодирующей рибосомальную РНК и белки
#1647	Экзогенные химические и физические факторы	=>	#353	Выработка свободных радикалов
#181	"Нарушение пула стволовых клеток в популяции, в результате нарушения ""Хоминга"""	=>	#209	Уменьшение пролиферации клеток
#288	Уменьшение скорости физиологической регенерации тканей	=>	#693	Гипоплазия мышечной ткани
#1649	Уменьшение концентрации цитокина IL7 в тимусе	=>	#727	Начало атрофии ретикулярных клеток тимуса
#39	Вторичный иммунодефицит	=>	#59	Пневмония
#649	Уменьшение проводимости нервных волокон	=>	#109	Снижение скорости рефлексов
#1651	Повышение порога возбудимости нервных центров	=>	#109	Снижение скорости рефлексов
#1652	Уменьшение активности холинацетилазы	=>	#1653	Уменьшение синтеза ацетилхолина
#1653	Уменьшение синтеза ацетилхолина	=>	#1654	Нарушение межсинаптической связи между нейронами
#1654	Нарушение межсинаптической связи между нейронами	=>	#109	Снижение скорости рефлексов
#1655	Уменьшение количества нервных рецепторов	=>	#109	Снижение скорости рефлексов
#1656	Дефицит фактора роста нервов (ФРН)	=>	#927	Деструкция симпатических окончаний
#1657	Кальцификация миоцитов	=>	#217	Накопление повреждений в миоцитах
#1658	Хронический обструктивный бронхит	=>	#1659	Хронический кашель
#1661	Бронхиальная астма	=>	#1659	Хронический кашель
#1659	Хронический кашель	=>	#1660	Повышение давления в альвеолах
#1660	Повышение давления в альвеолах	=>	#141	Соединение альвеол между собой
#1660	Повышение давления в альвеолах	=>	#31	Атрофия лёгочных альвеол
#1660	Повышение давления в альвеолах	=>	#279	Изменение проницаемости альвеолярной стенки
#1628	Эндокардит	=>	#1627	Пороки сердца
#39	Вторичный иммунодефицит	=>	#1662	Стрептококковая и стафилококковая инфекция
#1662	Стрептококковая и стафилококковая инфекция	=>	#1628	Эндокардит
#1664	Гипоплазия костного мозга	=>	#197	Анемия
#272	Репликативное старение (стойкое прекращение пролиферации клеток)	=>	#729	Гипоплазия тканей
#29	Замедление процесса синтеза эластина и коллагена	=>	#1665	Уменьшение содержания эластина в стенках артерий (на 5–10%)
#933	Окисление эластина	=>	#1665	Уменьшение содержания эластина в стенках артерий (на 5–10%)
#1665	Уменьшение содержания эластина в стенках артерий (на 5–10%)	=>	#1666	Начало кальциноза артерий
#1666	Начало кальциноза артерий	=>	#1667	Выраженный кальциноз артерий
#1667	Выраженный кальциноз артерий	=>	#489	Уменьшение эластичности сосудов
#1667	Выраженный кальциноз артерий	=>	#1668	Уменьшение кровотока
#1616	Повышение проницаемости сосудистой стенки	=>	#1622	Гиповолемия
#917	Нарушение газообмена CO2 и O2	=>	#505	Легочная недостаточность
#59	Пневмония	=>	#505	Легочная недостаточность
#505	Легочная недостаточность	=>	#345	Гипоксия (разной степени)
#353	Выработка свободных радикалов	=>	#201	Сшивки (из-за металлов переменной валентности, диальдегидов)
#15	Накопление гликированных белков	=>	#1669	Межбелковые сшивки
#1669	Межбелковые сшивки	=>	#865	Изменение структуры аполипопротеина (ЛПНП)
#185	Хромосомные аберрации	=>	#223	Сверхактивация протоонкогенов
#157	Стохастическое повреждение ДНК	=>	#223	Сверхактивация протоонкогенов
#157	Стохастическое повреждение ДНК	=>	#1670	Амплификация ДНК
#1670	Амплификация ДНК	=>	#223	Сверхактивация протоонкогенов
#266	Нарушения хоминга	=>	#27	Уменьшение функциональной активности клеток
#65	Снижение синтеза белка	=>	#447	Уменьшение количества (и ухудшение качества) адгезивных рецепторов
#353	Выработка свободных радикалов	=>	#641	Накопление карбонилированных белков
#1648	Уменьшение количества стволовых мышечных клеток	=>	#288	Уменьшение скорости физиологической регенерации тканей
#353	Выработка свободных радикалов	=>	#859	Накопление белковых сшивок
#353	Выработка свободных радикалов	=>	#931	Возрастное переключение активности разных субъединиц протеасом
#49	Онкогенез: появление злокачественных и доброкачественных опухолей	=>	#1644	Усиление продуцирование металлопротеиназ
#347	Гипотрофия щитовидной железы	=>	#1623	Брадикардия
#91	Сахарный диабет пожилого возраста	=>	#1623	Брадикардия
#65	Снижение синтеза белка	=>	#1649	Уменьшение концентрации цитокина IL7 в тимусе
#65	Снижение синтеза белка	=>	#1652	Уменьшение активности холинацетилазы
#65	Снижение синтеза белка	=>	#1655	Уменьшение количества нервных рецепторов
#65	Снижение синтеза белка	=>	#1656	Дефицит фактора роста нервов (ФРН)
#1647	Экзогенные химические и физические факторы	=>	#157	Стохастическое повреждение ДНК
#1672	Тепловое движение молекул	=>	#157	Стохастическое повреждение ДНК
#1647	Экзогенные химические и физические факторы	=>	#373	Транспозиция мобильных элементов генома
#555	Мутации мтДНК	=>	#825	Образование NUMT-псевдогенов в мтДНК
#65	Снижение синтеза белка	=>	#1673	Уменьшение синтеза селектинов и адрессинов
#1673	Уменьшение синтеза селектинов и адрессинов	=>	#1674	Нарушение взаимодействия между белками хоминга (L-селектинамии адрессинами)
#1674	Нарушение взаимодействия между белками хоминга (L-селектинамии адрессинами)	=>	#266	Нарушения хоминга
#266	Нарушения хоминга	=>	#1675	Нарушение миграции лимфоцитов в лимфоузлы
#1675	Нарушение миграции лимфоцитов в лимфоузлы	=>	#39	Вторичный иммунодефицит
#65	Снижение синтеза белка	=>	#883	Уменьшение количества внутриклеточных элементов (митохондрии, рибосомы)
#307	Переломы	=>	#1663	Жировая эмболия
#1663	Жировая эмболия	=>	#1620	Закупорка сосудов мозга
#1663	Жировая эмболия	=>	#1676	Жировая эмболия сосудов легких
#1676	Жировая эмболия сосудов легких	=>	#345	Гипоксия (разной степени)
#565	Появление аутоиммунной реакции	=>	#1678	Воспаление сосудистой стенки
#1678	Воспаление сосудистой стенки	=>	#1616	Повышение проницаемости сосудистой стенки
#1640	Общая интоксикация организма	=>	#1616	Повышение проницаемости сосудистой стенки
#589	Кишечная интоксикация	=>	#1679	Дисбактериоз
#1679	Дисбактериоз	=>	#1680	Аллергические реакции
#1680	Аллергические реакции	=>	#1616	Повышение проницаемости сосудистой стенки
#65	Снижение синтеза белка	=>	#1681	Истощение запасов нейромедиаторов
#1681	Истощение запасов нейромедиаторов	=>	#1682	Утомление синапсов
#1682	Утомление синапсов	=>	#1651	Повышение порога возбудимости нервных центров
#151	Снижение секреции тиреоидных гормонов	=>	#65	Снижение синтеза белка
#65	Снижение синтеза белка	=>	#385	Ухудшение когнитивных способностей мозга
#151	Снижение секреции тиреоидных гормонов	=>	#1683	Уменьшение поглощения кислорода клеткой
#1683	Уменьшение поглощения кислорода клеткой	=>	#95	Ограничение подвижности
#1683	Уменьшение поглощения кислорода клеткой	=>	#385	Ухудшение когнитивных способностей мозга
#157	Стохастическое повреждение ДНК	=>	#97	Точковые (ядерные) мутации
#675	Увеличение уровня Ca в крови	=>	#1657	Кальцификация миоцитов
#97	Точковые (ядерные) мутации	=>	#1684	Снижение скорости деления стволовых мышечных клеток
#1684	Снижение скорости деления стволовых мышечных клеток	=>	#1648	Уменьшение количества стволовых мышечных клеток
#1668	Уменьшение кровотока	=>	#837	Ухудшение общего кровообращения
#795	Уменьшение количества информационных молекул	=>	#793	Ухудшение передачи сигнальной информации
#919	Изменение порога чувствительности в центре аппетита гипоталамуса	=>	#1685	Замедление поступления сигналов в центре насыщения гипоталамуса о насыщении
#1685	Замедление поступления сигналов в центре насыщения гипоталамуса о насыщении	=>	#687	Постоянное переедание
#755	Длительное повышение уровня глюкозы в крови	=>	#130	Ожирение
#143	Снижение функциональной активности (тканей, органов, систем)	=>	#1686	Функциональная недостаточность органов
#1686	Функциональная недостаточность органов	=>	#543	Смерть организма
#729	Гипоплазия тканей	=>	#1664	Гипоплазия костного мозга
#1642	Мышечная слабость	=>	#95	Ограничение подвижности
#1658	Хронический обструктивный бронхит	=>	#139	Продуцирование воспалительных цитокинов
#1661	Бронхиальная астма	=>	#139	Продуцирование воспалительных цитокинов
#223	Сверхактивация протоонкогенов	=>	#1687	Превращение протоонкогенов в онкогены
#1687	Превращение протоонкогенов в онкогены	=>	#225	Активирование очагов онкологических клеток
#511	Интеграция ретровирусов в ДНК	=>	#1688	Поздние мутации
#1688	Поздние мутации	=>	#143	Снижение функциональной активности (тканей, органов, систем)
#519	Увеличение количества альдегидов	=>	#159	Образование малонового альдегида
#825	Образование NUMT-псевдогенов в мтДНК	=>	#1689	Миграция NUMT-псевдогенов в ядро
#1689	Миграция NUMT-псевдогенов в ядро	=>	#501	Нарушение индуцибельной экспрессии генов ДНК
#39	Вторичный иммунодефицит	=>	#1661	Бронхиальная астма
#39	Вторичный иммунодефицит	=>	#1658	Хронический обструктивный бронхит
#889	Потеря Т-петли в теломерах	=>	#268	Патологическое укорочение теломер
#268	Патологическое укорочение теломер	=>	#185	Хромосомные аберрации
#185	Хромосомные аберрации	=>	#239	Нестабильность генома
#1690	Недорепликация ДНК при нормальной пролиферации клеток	=>	#1691	Нормальное укорочение теломер
#1691	Нормальное укорочение теломер	=>	#272	Репликативное старение (стойкое прекращение пролиферации клеток)
#1676	Жировая эмболия сосудов легких	=>	#1692	Инфаркт легких
#1692	Инфаркт легких	=>	#345	Гипоксия (разной степени)
#65	Снижение синтеза белка	=>	#1642	Мышечная слабость
#693	Гипоплазия мышечной ткани	=>	#1693	Атрофия мышц (саркопения)
#1693	Атрофия мышц (саркопения)	=>	#1642	Мышечная слабость
#103	Усиление атрофии мышц	=>	#77	Снижение физической работоспособности
#77	Снижение физической работоспособности	=>	#1694	Длительное лежание в постели
#1694	Длительное лежание в постели	=>	#59	Пневмония
#65	Снижение синтеза белка	=>	#1695	Снижение синтеза белка в железистых клетках ЖКТ
#1695	Снижение синтеза белка в железистых клетках ЖКТ	=>	#529	Снижение ферментной активности в железистых клетках ЖКТ
#589	Кишечная интоксикация	=>	#1696	Повышение онкориска кишечника
#235	Почечная недостаточность	=>	#1698	Нарушение водно-солевого обмена
#1698	Нарушение водно-солевого обмена	=>	#1632	Метаболический ацидоз
#1698	Нарушение водно-солевого обмена	=>	#7	Сердечная недостаточность
#1698	Нарушение водно-солевого обмена	=>	#675	Увеличение уровня Ca в крови
#65	Снижение синтеза белка	=>	#1699	Уменьшение синтеза белка в кардиомиоцитах
#1699	Уменьшение синтеза белка в кардиомиоцитах	=>	#1700	Уменьшение функциональной активности кардиомиоцитов
#1700	Уменьшение функциональной активности кардиомиоцитов	=>	#1701	Уменьшение функциональной активности миокарда
#1701	Уменьшение функциональной активности миокарда	=>	#7	Сердечная недостаточность
#266	Нарушения хоминга	=>	#383	Гипотрофия половых желез
#431	Уменьшение объёма клетки	=>	#383	Гипотрофия половых желез
#383	Гипотрофия половых желез	=>	#467	Снижение секреции половых гормонов (тестостерон, эстрадиол, прогестерон)
#431	Уменьшение объёма клетки	=>	#1702	Дальнейшее ухудшение функциональной активности печени
#1702	Дальнейшее ухудшение функциональной активности печени	=>	#25	Ухудшение удаления токсинов
#431	Уменьшение объёма клетки	=>	#9	Замещение свободного пространства соединительной тканью
#27	Уменьшение функциональной активности клеток	=>	#1703	Уменьшение функциональной активности клеток почек
#1703	Уменьшение функциональной активности клеток почек	=>	#133	Уменьшение функциональной активности почек
#103	Усиление атрофии мышц	=>	#145	Общая дряхлость организма
#65	Снижение синтеза белка	=>	#1693	Атрофия мышц (саркопения)
#61	Увеличение количества непереваренной пищи в ЖКТ	=>	#1704	Задержка эвакуации непереваренной пищи (запор)
#1704	Задержка эвакуации непереваренной пищи (запор)	=>	#783	Разрастание гнилостной флоры
#65	Снижение синтеза белка	=>	#1705	Гипотрофия гладкой мускулатуры стенки кишечника
#1705	Гипотрофия гладкой мускулатуры стенки кишечника	=>	#1706	Ослабление мышечного тонуса стенки кишечника
#1706	Ослабление мышечного тонуса стенки кишечника	=>	#1704	Задержка эвакуации непереваренной пищи (запор)
#56	Гипотрофия тканей, вызванная ухудшением общего кровообращения	=>	#1706	Ослабление мышечного тонуса стенки кишечника
#109	Снижение скорости рефлексов	=>	#1706	Ослабление мышечного тонуса стенки кишечника
#353	Выработка свободных радикалов	=>	#555	Мутации мтДНК
#157	Стохастическое повреждение ДНК	=>	#555	Мутации мтДНК
#553	Блокирование репликационной вилки	=>	#1583	Временное адаптивное прекращение пролиферации клеток
#1583	Временное адаптивное прекращение пролиферации клеток	=>	#407	Устойчивое прекращение пролиферации клеток
#407	Устойчивое прекращение пролиферации клеток	=>	#272	Репликативное старение (стойкое прекращение пролиферации клеток)
#603	Подавление аутофагии	=>	#85	Накопление белковых агрегатов (клеточного мусора)
#363	Накопление нефункциональных белков	=>	#85	Накопление белковых агрегатов (клеточного мусора)
#85	Накопление белковых агрегатов (клеточного мусора)	=>	#47	Накопление клеточного мусора в клетках печени
#85	Накопление белковых агрегатов (клеточного мусора)	=>	#65	Снижение синтеза белка
#85	Накопление белковых агрегатов (клеточного мусора)	=>	#841	Первичное ухудшение микроциркуляции крови и лимфы
#801	Снижение секреции соматотропина (гормон роста)	=>	#1707	Гормональное усиление атрофии ретикулярных клеток тимуса
#1707	Гормональное усиление атрофии ретикулярных клеток тимуса	=>	#39	Вторичный иммунодефицит
#727	Начало атрофии ретикулярных клеток тимуса	=>	#39	Вторичный иммунодефицит
#819	Атака обкладочных клеток желудка иммунной системой	=>	#1712	Гипоплазия обкладочных стенок слизистой желудка
#1713	Раковая интоксикация	=>	#543	Смерть организма
#191	Рак легких	=>	#1713	Раковая интоксикация
#1699	Уменьшение синтеза белка в кардиомиоцитах	=>	#1713	Раковая интоксикация
#1700	Уменьшение функциональной активности кардиомиоцитов	=>	#1713	Раковая интоксикация
#73	Рак молочной железы	=>	#1713	Раковая интоксикация
#173	Рак простаты	=>	#1713	Раковая интоксикация
#49	Онкогенез: появление злокачественных и доброкачественных опухолей	=>	#173	Рак простаты
#49	Онкогенез: появление злокачественных и доброкачественных опухолей	=>	#73	Рак молочной железы
#1708	Рак пищевода	=>	#1713	Раковая интоксикация
#1709	Рак желудка	=>	#1713	Раковая интоксикация
#1710	Рак тонкого кишечника	=>	#1713	Раковая интоксикация
#1711	Рак толстого кишечника	=>	#1713	Раковая интоксикация
#1712	Гипоплазия обкладочных стенок слизистой желудка	=>	#1714	Выраженное уменьшение кислотности желудочного сока
#130	Ожирение	=>	#1714	Выраженное уменьшение кислотности желудочного сока
#1714	Выраженное уменьшение кислотности желудочного сока	=>	#1715	Гипоцидный гастрит
#1715	Гипоцидный гастрит	=>	#1709	Рак желудка
#1696	Повышение онкориска кишечника	=>	#1710	Рак тонкого кишечника
#1696	Повышение онкориска кишечника	=>	#1711	Рак толстого кишечника
#49	Онкогенез: появление злокачественных и доброкачественных опухолей	=>	#1710	Рак тонкого кишечника
#49	Онкогенез: появление злокачественных и доброкачественных опухолей	=>	#1711	Рак толстого кишечника
#49	Онкогенез: появление злокачественных и доброкачественных опухолей	=>	#1708	Рак пищевода
#49	Онкогенез: появление злокачественных и доброкачественных опухолей	=>	#1709	Рак желудка
#130	Ожирение	=>	#1716	Стимуляция желчеобразования
#1716	Стимуляция желчеобразования	=>	#1717	Избыточная концентрация желчных кислот и продуктов из распада в кишечнике
#1717	Избыточная концентрация желчных кислот и продуктов из распада в кишечнике	=>	#1696	Повышение онкориска кишечника
#130	Ожирение	=>	#1718	Превращение тестостерона в эстрогены (в жировой ткани мужчин)
#1718	Превращение тестостерона в эстрогены (в жировой ткани мужчин)	=>	#173	Рак простаты
#130	Ожирение	=>	#1719	Отрыжка
#1719	Отрыжка	=>	#1720	Выброс желудочных кислот в пищевод
#1720	Выброс желудочных кислот в пищевод	=>	#1708	Рак пищевода
#130	Ожирение	=>	#1721	Избыток инсулина
#130	Ожирение	=>	#1722	Избыток холестерина
#1722	Избыток холестерина	=>	#225	Активирование очагов онкологических клеток
#1721	Избыток инсулина	=>	#225	Активирование очагов онкологических клеток
#130	Ожирение	=>	#1725	Избыток половых стероидных гормонов (эстрогены)
#1725	Избыток половых стероидных гормонов (эстрогены)	=>	#1724	Рак женских половых органов
#1725	Избыток половых стероидных гормонов (эстрогены)	=>	#1723	Рак эндокринных желез
#1725	Избыток половых стероидных гормонов (эстрогены)	=>	#73	Рак молочной железы
#1724	Рак женских половых органов	=>	#1713	Раковая интоксикация
#1723	Рак эндокринных желез	=>	#1713	Раковая интоксикация
#319	Нарушение функций клетки	=>	#209	Уменьшение пролиферации клеток
#437	Болезнь Паркинсона	=>	#1726	Аденома простаты
#1726	Аденома простаты	=>	#173	Рак простаты
#163	Снижение количества функционирующих клеток	=>	#1727	Уменьшение количества T-хелперов
#1727	Уменьшение количества T-хелперов	=>	#39	Вторичный иммунодефицит
#133	Уменьшение функциональной активности почек	=>	#143	Снижение функциональной активности (тканей, органов, систем)
#945	Дефицит микроэлементов	=>	#39	Вторичный иммунодефицит
#39	Вторичный иммунодефицит	=>	#225	Активирование очагов онкологических клеток
#1728	Нарушение микрофлоры ЖКТ	=>	#153	Уменьшение количества серотонина
